姓名0,电话1,邮箱2,英文名称3,座机、传真4,职位5,公司名称6,地址7,高校8,专业名称9,资格证书10,中国地级市11,专业技术职务12,省份13,银行名称14,邮政编码15,姓氏16
塞荏苒,13606645272,01gd6o9ml@tech.com,TobyRachel,027-54679476,,,,重庆青年职业技术学院,,,,,,交通银行武汉分行傅家坡支行,,
焦蕴藉,18596774034,q62e4sdej@tech.com,ChristopherSheila,027-54679477,,,,重庆财经职业学院,,,,,,交通银行武汉分行大东门支行,,
虢慧德明,13964797754,pnlgaiher@tech.com,LyttonSandy,027-54679478,,,,重庆科创职业学院,,,,,,交通银行武汉分行武汉经济开发区支行,,
党千凡,18815762814,5or0tan2n@tech.com,BennettMignon,027-54679479,,,,重庆建筑工程职业学院,,,,,,交通银行武汉分行解放公园路支行,,
路玮琪,18862959955,ktp2ieqo6@tech.com,WebsterHaley,027-54679480,,,,重庆电讯职业学院,,,,,,交通银行武汉分行香港路支行,,
捷骊婧,13915746087,287aatpor@tech.com,JohnsonRudolf,027-54679481,,,,重庆能源职业学院,,,,,,交通银行武汉分行三阳路支行,,
吴凝芙,18524646350,4d20mjhac@tech.com,WagnerLance,027-54679482,,,,重庆商务职业学院,,,,,,交通银行股份有限公司济南分行,,
卑芷雪,13938998340,6tgrffp6d@tech.com,LouiseQuintina,027-54679483,,,,重庆交通职业学院,,,,,,交通银行股份有限公司济南山大南路支行,,
红代双,15125525017,lemdo980h@tech.com,HuttAlger,027-54679484,,,,重庆化工职业学院,,,,,,交通银行股份有限公司济南开元支行,,
楼鸿轩,13655358877,trar1231c@tech.com,PulitzerEnid,027-54679485,,,,重庆旅游职业学院,,,,,,交通银行股份有限公司济南东关大街支行,,
左鸿羲,13979691666,3m00s9le6@tech.com,KatteJudy,027-54679486,,,,重庆安全技术职业学院,,,,,,交通银行股份有限公司济南北园大街支行,,
苌谷雪,18584432807,phfnjg5bb@tech.com,HowardEdison,027-54679487,,,,重庆公共运输职业学院,,,,,,交通银行股份有限公司济南泉城路分理处,,
泉晴波,13633493249,ljq9hkqis@tech.com,BartlettJo,027-54679488,,,,重庆艺术工程职业学院,,,,,,交通银行股份有限公司济南泺文路分理处,,
希弘光,13998461968,kqkgrlfhb@tech.com,BowenHeloise,027-54679489,,,,重庆轻工职业学院,,,,,,交通银行北京万柳支行,,
廉文君,18814695950,970r30idb@tech.com,AugustineTodd,027-54679490,,,,重庆电信职业学院,,,,,,交通银行咸阳支行,,
止小雨,18541514169,ft08dbleb@tech.com,PartridgePolly,027-54679491,,,,重庆经贸职业学院,,,,,,交通银行杭州分行营业部,,
濯修贤,18573412409,nso9okdtj@tech.com,BellAlfred,027-54679492,,,,重庆幼儿师范高等专科学校,,,,,,交通银行股份有限公司昆明高新支行,,
暴叶彤,15172286439,qf2ed38iq@tech.com,MaxwellMarguerite,027-54679493,,,,重庆文化艺术职业学院,,,,,,交通银行湖州苕溪路支行,,
仍鹏池,18838519849,m267qcn9h@tech.com,SailsburyBill,027-54679494,,,,重庆服装工程职业学院,,,,,,交通银行上海浦东分行,,
严建慧德,15128281513,jn2qi22ro@tech.com,ToynbeeHedy,027-54679495,,,,贵州大学,,,,,,交通银行上海陆家嘴支行,,
俟高邈,18824027339,i64k89rm9@tech.com,SwinburneDean,027-54679496,,,,贵州医科大学,,,,,,交通银行湖州凤凰支行,,
买冰枫,15854272206,k1glrsinn@tech.com,MosesAllen,027-54679497,,,,遵义医学院,,,,,,交通银行杭州萧山市场园区支行,,
迮立人,18529675046,ial802ng9@tech.com,EuphemiaMaxwell,027-54679498,,,,贵阳中医学院,,,,,,交通银行台州分行,,
长孙惜玉,18522834460,lmr53hi93@tech.com,MalanDoreen,027-54679499,,,,贵州师范大学,,,,,,交通银行杭州登云支行,,
富明洁,15884974030,s0k5msmhn@tech.com,SeniorLionel,027-54679500,,,,遵义师范学院,,,,,,交通银行杭州富阳金桥南路支行,,
化从筠,15166148741,ekmt5ljr7@tech.com,BrunoEdgar,027-54679501,,,,铜仁学院,,,,,,交通银行杭州城西支行,,
宣睿聪,18827150666,822orsm5k@tech.com,WatersNeil,027-54679502,,,,兴义民族师范学院,,,,,,交通银行厦门分行,,
永令怡,15117304557,66113q3m5@tech.com,GreyMirabelle,027-54679503,,,,安顺学院,,,,,,交通银行福州连江路支行,,
徐凝海,15193287357,n468dfcgk@tech.com,SpenderHugh,027-54679504,,,,贵州工程应用技术学院,,,,,,交通银行股份有限公司无锡惠山支行,,
无凡白,18800142153,7rdpdipdr@tech.com,IrvingJo,027-54679505,,,,凯里学院,,,,,,交通银行股份有限公司无锡广瑞支行,,
管凌兰,18812616172,s7s8tqcid@tech.com,RicardoCherry,027-54679506,,,,黔南民族师范学院,,,,,,交通银行股份有限公司武汉鲁巷支行,,
向醉蝶,18800849273,ce9rspe64@tech.com,ChamberlainGrover,027-54679507,,,,贵州财经大学,,,,,,交通银行杭州城西支行,,
康泰华,15803597917,7kfdcngp2@tech.com,ConnorNovia,027-54679508,,,,贵州民族大学,,,,,,交通银行股份有限公司上海七宝支行,,
尹佳思,13932811697,38gk10pqo@tech.com,RobesonTed,027-54679509,,,,贵阳学院,,,,,,交通银行北京西坝河支行,,
逄文虹,13620887631,2idr35q8i@tech.com,GallacherHarold,027-54679510,,,,六盘水师范学院,,,,,,交通银行北京建国门支行,,
称从筠,18590558954,rcpab00rj@tech.com,BryanHowar,027-54679511,,,,贵州商学院,,,,,,交通银行天津白堤路支行,,
诸倩美,15125671865,pkad6ecj7@tech.com,SpringhallGeorge,027-54679512,,,,贵阳中医学院时珍学院,,,,,,交通银行天津塘沽金汇支行,,
时诗蕊,15855760161,rs6ikp032@tech.com,Clark(e)Lena,027-54679513,,,,贵州财经大学商务学院,,,,,,交通银行天津河东支行,,
满娟妍,15108401004,qhdg7ppn7@tech.com,JamesEdward,027-54679514,,,,贵州大学科技学院,,,,,,交通银行深圳盐田支行,,
偶淑华,18817722652,e5j0s86tk@tech.com,HansenLuther,027-54679515,,,,贵州大学明德学院,,,,,,交通银行天津气象台路支行,,
司徒书双,18882616899,die6tq1fm@tech.com,MonroeDorothy,027-54679516,,,,贵州民族大学人文科技学院,,,,,,交通银行天津广开四马路支行,,
惠悦可,18501669147,2nq2boes6@tech.com,FunkBrandon,027-54679517,,,,贵州师范大学求是学院,,,,,,交通银行西安经济技术开发区支行,,
可绿蝶,18569275160,thr7ldq70@tech.com,FitzGeraldMona,027-54679518,,,,遵义医学院医学与科技学院,,,,,,交通银行深圳龙华支行,,
是晓博,15885786846,ts8t8aa03@tech.com,WardHardy,027-54679519,,,,贵州医科大学神奇民族医药学院,,,,,,交通银行深圳南海支行,,
马思娜,18861771337,ea52962sl@tech.com,EvansAbbott,027-54679520,,,,贵州师范学院,,,,,,交通银行深圳东门支行,,
潜昌淼,13620680719,5mipgltlk@tech.com,ChaucerNick,027-54679521,,,,贵州理工学院,,,,,,交通银行天津体院南支行,,
唐平和,18896070475,eqpj0jl8o@tech.com,KittoDoris,027-54679522,,,,黔南民族医学高等专科学校,,,,,,交通银行天津东马路支行,,
沐晨菲,13690674109,tsi0a4ih5@tech.com,Johnston(e)Marshall,027-54679523,,,,贵州警官职业学院,,,,,,交通银行天津新安支行,,
禾灵慧,13970684109,o7cnpafoq@tech.com,ConanIrene,027-54679524,,,,贵州交通职业技术学院,,,,,,交通银行天津和平支行,,
刁圣杰,18897321203,loo3sa919@tech.com,GuyNina,027-54679525,,,,贵州航天职业技术学院,,,,,,交通银行天津塘沽渤油支行,,
庞初蝶,13697932903,smj3q870q@tech.com,JudsonBurgess,027-54679526,,,,贵州电子信息职业技术学院,,,,,,交通银行天津塘沽解放路支行,,
霍天音,15157948148,c280to416@tech.com,IngersollJanet,027-54679527,,,,安顺职业技术学院,,,,,,交通银行天津分行保税区支行,,
扶晴雪,18858448990,mcq4lejng@tech.com,KennanAurora,027-54679528,,,,黔东南民族职业技术学院,,,,,,交通银行南宁分行医科大支行,,
全沙雨,15839004892,mo771sqb0@tech.com,HoseaJoseph,027-54679529,,,,黔南民族职业技术学院,,,,,,交通银行西安长安科技园支行,,
怀子童,15893574405,en9l5n0qs@tech.com,MarionPoppy,027-54679530,,,,遵义职业技术学院,,,,,,交通银行乌鲁木齐分行友好南路支行,,
鲍瑞云,13602598986,kih48b8jr@tech.com,OwenWendy,027-54679531,,,,贵州城市职业学院,,,,,,交通银行乌鲁木齐分行延安路支行,,
轩辕孤菱,13638737177,1r9sc1t4r@tech.com,Gard(i)nerOlga,027-54679532,,,,贵州工业职业技术学院,,,,,,交通银行股份有限公司合肥科学大道支行,,
连和畅,13687097053,ghh04orqk@tech.com,GladstoneVera,027-54679533,,,,贵州电力职业技术学院,,,,,,交通银行乌鲁木齐分行炉院街支行,,
让勇军,13628603755,dp5t48cr4@tech.com,MegLester,027-54679534,,,,六盘水职业技术学院,,,,,,交通银行深圳滨海支行,,
顿悠雅,13653725939,nfnptd8pf@tech.com,JoelSalome,027-54679535,,,,铜仁职业技术学院,,,,,,交通银行天津绍兴道支行,,
树清秋,13996160426,n6ofq0mh5@tech.com,DavyEthel,027-54679536,,,,黔西南民族职业技术学院,,,,,,交通银行天津万柳村大街支行,,
城永昌,13913025520,6clj8cq9s@tech.com,PowellCathy,027-54679537,,,,贵州轻工职业技术学院,,,,,,交通银行天津北站外支行,,
潘含香,15818116620,s9amtpf2d@tech.com,BeaufortMalcolm,027-54679538,,,,遵义医药高等专科学校,,,,,,交通银行天津六纬路支行,,
靖雨石,15817976662,43kflk7jp@tech.com,WalshSusan,027-54679539,,,,贵阳护理职业学院,,,,,,交通银行天津真理道支行,,
运夜雪,13692829539,25lbfia3s@tech.com,LawrenceAdelaide,027-54679540,,,,贵阳职业技术学院,,,,,,交通银行天津营口道支行,,
乌紫雪,13922218401,en2qp6em8@tech.com,GarciaFrancis,027-54679541,,,,毕节职业技术学院,,,,,,交通银行宜昌红星支行,,
林梦晨,18884475212,st7erk69n@tech.com,Wyclif(fe)Regan,027-54679542,,,,贵州职业技术学院,,,,,,交通银行新余分行南城分理处,,
完颜修谨,15878663486,q51c9f0en@tech.com,CharlotteFlorence,027-54679543,,,,贵州盛华职业学院,,,,,,交通银行新余分行渝水分理处,,
昂飞扬,13960733052,sfah85k9s@tech.com,Lindberg(h)Cyril,027-54679544,,,,贵州工商职业学院,,,,,,交通银行新余分行胜利分理处,,
夏平春,13689007036,9rs9pbjio@tech.com,ArthurGemma,027-54679545,,,,贵阳幼儿师范高等专科学校,,,,,,交通银行新余分行沙新分理处,,
理芮欣,18529283980,s7rjoice0@tech.com,RayleignAlexia,027-54679546,,,,铜仁幼儿师范高等专科学校,,,,,,交通银行新余分行兴通分理处,,
风快乐悦,18598280437,72joknolq@tech.com,GranthamEsther,027-54679547,,,,黔南民族幼儿师范高等专科学校,,,,,,交通银行新余分行高新分理处,,
胡高寒,15859363379,7dgold7j4@tech.com,JudithOlive,027-54679548,,,,毕节医学高等专科学校,,,,,,交通银行景德镇分行城东支行,,
钞和正,15134288163,pldonh97h@tech.com,LarkinNat,027-54679549,,,,贵州建设职业技术学院,,,,,,交通银行九江分行庐山区支行,,
愈宏放,18561126913,3rh2olmgs@tech.com,Ralap,027-54679550,,,,毕节幼儿师范高等专科学校,,,,,,交通银行景德镇分行昌盛支行,,
郭经略,15898243027,02bhj4h94@tech.com,WillardOdelette,027-54679551,,,,贵州农业职业学院,,,,,,交通银行九江分行东门支行,,
应仪流芳,15816594827,qa8f6pm40@tech.com,CumberlandThera,027-54679552,,,,青海大学,,,,,,交通银行九江分行金安湖支行,,
宝如意,13643509748,dh4lh1lbr@tech.com,BertIsabel,027-54679553,,,,青海师范大学,,,,,,交通银行九江分行城南支行,,
谬白桃,15884329747,fb02ed7bp@tech.com,RuthBruce,027-54679554,,,,青海民族大学,,,,,,交通银行九江分行甘棠支行,,
颛孙欣嘉,13687727944,94ocdbj8i@tech.com,SherwoodEllis,027-54679555,,,,青海大学昆仑学院,,,,,,交通银行九江分行文化宫支行,,
长觅夏,13955959013,c92br7e55@tech.com,ChristieKeith,027-54679556,,,,青海卫生职业技术学院,,,,,,交通银行南京南钢支行,,
检云韶,18845259767,ogse7en00@tech.com,EvelinaPhil,027-54679557,,,,青海警官职业学院,,,,,,交通银行南京娄子巷支行,,
虎小翠,13951871840,83mc2k1tr@tech.com,JacobYehudi,027-54679558,,,,青海畜牧兽医职业技术学院,,,,,,交通银行南京草场门支行,,
钭香巧,13627860396,b50rsg4ql@tech.com,CurmeJonas,027-54679559,,,,青海交通职业技术学院,,,,,,交通银行南京卫桥支行,,
吾飞鸣,13978525187,n1lip6t6h@tech.com,Eugene,027-54679560,,,,青海建筑职业技术学院,,,,,,交通银行南京浦口支行,,
守承慧德,13694943826,qil958lt3@tech.com,UlyssesSabrina,027-54679561,,,,西宁城市职业技术学院,,,,,,交通银行南京水西门支行,,
雷元绿,13919438170,8fk70egl4@tech.com,NancyKaren,027-54679562,,,,青海高等职业技术学院,,,,,,交通银行南京金源支行,,
业鸿运,13997869637,edgq01rc1@tech.com,AndersonBblythe,027-54679563,,,,青海柴达木职业技术学院,,,,,,交通银行南京游府西街支行,,
随昆纶,15801111575,orjl5l3ct@tech.com,HearstTeresa,027-54679564,,,,宁夏大学,,,,,,交通银行南京孝陵卫支行,,
改悦恺,15126480562,hd8ilp0nb@tech.com,BunyanJustin,027-54679565,,,,宁夏医科大学,,,,,,交通银行南京仙林大学城分理处,,
世秋珊,15132835027,3q7gqao1n@tech.com,Lou(ie)Quintion,027-54679566,,,,宁夏师范学院,,,,,,交通银行南京大明路分理处,,
南宫凝冬,13930775300,gdheg0g99@tech.com,LawOmar,027-54679567,,,,北方民族大学,,,,,,交通银行南京汉中西路支行,,
光婉然,18527658686,dl60lktnd@tech.com,HolmesWordsworth,027-54679568,,,,宁夏理工学院,,,,,,交通银行南京太平门支行,,
揭天慧,18501283403,je8bmenrs@tech.com,SaroyanLynn,027-54679569,,,,宁夏大学新华学院,,,,,,交通银行南京集庆路,,
师觅双,18543501821,3g7ht6khk@tech.com,MarnerVerna,027-54679570,,,,银川能源学院,,,,,,交通银行南京洪武路支行,,
阙晋鹏,13664915130,rol666t08@tech.com,BaldwinSarah,027-54679571,,,,中国矿业大学银川学院,,,,,,交通银行南京学府路支行,,
赛春燕,15161120624,8o0393b9m@tech.com,SweetLou,027-54679572,,,,宁夏民族职业技术学院,,,,,,交通银行南京解放路支行,,
考馨香,13687859415,9i4t0dh3t@tech.com,LawsonIrma,027-54679573,,,,宁夏工业职业学院,,,,,,交通银行新余分行营业部,,
羽倩语,13973913468,e96if7r20@tech.com,CollinsElva,027-54679574,,,,宁夏职业技术学院,,,,,,交通银行新余分行分宜办事处,,
刀元基,18836647666,oga2tib69@tech.com,DanAmy,027-54679575,,,,宁夏工商职业技术学院,,,,,,交通银行黄石分行花湖支行,,
清忆之,15882590377,qo097tmal@tech.com,EleanorBelinda,027-54679576,,,,宁夏财经职业技术学院,,,,,,交通银行黄石分行铁山支行,,
酆山菡,15815182657,mt8a1ejkr@tech.com,MaggieClaire,027-54679577,,,,宁夏司法警官职业学院,,,,,,交通银行常州丽华新村分理处,,
尚曼辞,13900152267,qi2kt1ojp@tech.com,WesleyBeck,027-54679578,,,,宁夏建设职业技术学院,,,,,,交通银行黄石分行冶钢支行,,
韩茂才,18870556864,l6p6j6dnd@tech.com,NewmanTracy,027-54679579,,,,宁夏防沙治沙职业技术学院,,,,,,交通银行黄石分行下陆支行,,
瓮幼霜,18533970108,t7h2ot1k0@tech.com,AliceCatherine,027-54679580,,,,宁夏幼儿师范高等专科学校,,,,,,交通银行黄石分行经济技术开发区支行,,
遇清晖,18561016328,8i8q7am72@tech.com,RooseveltNewman,027-54679581,,,,宁夏艺术职业学院,,,,,,交通银行新余分行新钢分理处,,
巩幻玉,13913634122,56rdo6ljr@tech.com,PigouSharon,027-54679582,,,,新疆大学,,,,,,交通银行新余分行赣新分理处,,
斯鸿晖,18530435387,i94r2s8ic@tech.com,MacDonaldSolomon,027-54679583,,,,塔里木大学,,,,,,交通银行景德镇分行营业部,,
汤丹蝶,13957958647,rfenpibpa@tech.com,HarrimanElmer,027-54679584,,,,新疆农业大学,,,,,,交通银行景德镇分行南门头支行,,
漫书琴,15879549664,te5t70ct8@tech.com,JessieNelson,027-54679585,,,,石河子大学,,,,,,交通银行景德镇分行瓷城支行,,
穰清心,13902391364,f24qfkh75@tech.com,WoolleyWendell,027-54679586,,,,新疆医科大学,,,,,,交通银行九江分行新晨支行,,
委白雪,15104970614,3btqi690r@tech.com,DullesSetlla,027-54679587,,,,新疆师范大学,,,,,,交通银行景德镇分行百花分理处,,
余平文,15805524051,66a64jhdj@tech.com,DickensZona,027-54679588,,,,喀什大学,,,,,,交通银行九江分行浔阳楼支行,,
第会雯,13637897106,qe0h727aq@tech.com,RuskinCharlotte,027-54679589,,,,伊犁师范学院,,,,,,交通银行景德镇分行昌兴分理处,,
洪悦欣,13919002092,43jb411ds@tech.com,ElinorAlan,027-54679590,,,,新疆财经大学,,,,,,交通银行景德镇分行三八分理处,,
穆寻凝,13645878487,cks4sspt7@tech.com,BeckSusie,027-54679591,,,,新疆艺术学院,,,,,,交通银行黄石分行广场路支行,,
雍星儿,15829547363,gdqiq8boa@tech.com,CockerPaul,027-54679592,,,,新疆工程学院,,,,,,交通银行宜昌分行营业部,,
锺向雪,18809112040,grg6kei94@tech.com,BenthamJesse,027-54679593,,,,昌吉学院,,,,,,交通银行宜昌西陵支行,,
市思溪,15893673724,622jnd70g@tech.com,YaleDenise,027-54679594,,,,新疆警察学院,,,,,,交通银行宜昌西坝支行,,
闻人雁风,18891196011,e5q0hti8s@tech.com,HamiltonNicola,027-54679595,,,,新疆大学科学技术学院,,,,,,交通银行宜昌车站支行,,
丹安莲,13638694913,m0qbq9q5h@tech.com,FingerPete,027-54679596,,,,新疆农业大学科学技术学院,,,,,,交通银行宜昌葛洲坝支行,,
承谷芹,13615157930,johteacla@tech.com,LandonDarren,027-54679597,,,,新疆医科大学厚博学院,,,,,,交通银行景德镇分行强家弄分理处,,
淡嘉木,15819254915,qmtoqedt1@tech.com,FannyJoanna,027-54679598,,,,新疆财经大学商务学院,,,,,,交通银行九江分行城西支行,,
弥宏畅,18829577552,bk7gb7l42@tech.com,KelvinGregary,027-54679599,,,,石河子大学科技学院,,,,,,交通银行南京三元巷支行,,
莫元青,15826035789,dkiski692@tech.com,CampRupert,027-54679600,,,,和田师范专科学校,,,,,,交通银行南京建康路支行,,
乜以松,15118596703,8b83isdif@tech.com,LouisaCalvin,027-54679601,,,,新疆农业职业技术学院,,,,,,交通银行南京钟阜路,,
春飞荷,13965163391,9d4fetfgm@tech.com,IvanMaxine,027-54679602,,,,乌鲁木齐职业大学,,,,,,交通银行常州兰陵支行,,
行希彤,18851916595,hrk13d155@tech.com,JasperHarriet,027-54679603,,,,新疆维吾尔医学专科学校,,,,,,交通银行常州光华路支行,,
后千秋,18861266024,40h3ctplb@tech.com,VioletMarcus,027-54679604,,,,克拉玛依职业技术学院,,,,,,交通银行常州虹桥分理处,,
张简燕岚,13679700444,l690n6pl6@tech.com,DarwinCarl,027-54679605,,,,新疆机电职业技术学院,,,,,,交通银行常州新世纪分理处,,
须流芳蔼,13683183819,f710q741k@tech.com,CarllyleMildred,027-54679606,,,,新疆轻工职业技术学院,,,,,,交通银行常州永宁路分理处,,
